text,emoji
"Look what you just made me do. • : cliqkphotos @ Chattanooga, Tennessee
",2
"Always when i fk wit @user .. Make sho yall go chex out dat freeztv420 .. He putn on fo da…
",11
".whoisrichthekid at @user for @user #dabtour : @user #rejibphotography #prettyrad…
",2
"Happy Homecomimg!!! @ Spelman College-Official Site
",12
"Date night. @user @ Flix Brewhouse Carmel
",0
""" #prettygirlcertified , in the room i feel the vibe"" Who can name the song? Im spamming who…
",6
"These sunsets are amazing @ Lake Missaukee
",0
"Dance Day Tuesday!!!!!! The best day of the week along with date night! Love ️ #dancedad…
",0
"Happy anniversary! ️#anniversary #marriage @ thirty-two
",0
"These two make me happy. I love my mom! Gonna miss her when she goes back to Ohio on Tuesday. …
",6
"WTH thiz dude staring at....... #nonefortheirvillage #lol #corvette @user @user
",1
"O you know...just learning to shred at 14 months @ Asbury Park, New Jersey
",1
"A1's @ California State University, Dominguez Hills
",11
"Grand Frands #narwhal #grandcanyon #girlganginAZ @ The Abyss
",4
"Beth, Bike, Burgers, Beer (there's one more ""b"" word in there somewhere )... life is...
",1
"Yas * Qween #merica # @ Statue of Liberty National Monument
",7
"Keep it baby @ Buckhead, Georgia
",11
"My two youngest...both handsome in their own way michael.muir @user
",0
"some women fear the fire and some simply become it : nrvs.brkdwn @ Portland, Oregon
",2
"I made a tree @ Southgreen Apartments
",8
"Thirsty? Keep it with me!! Let us help you quench that Today:…
",11
"I'm in love en W New York - Times Square
",0
"Workity work work work ! Covering at the bar tonight. COME SEE ME. #bocaraton #holloways…
",5
"Crop it like its hot #lovetherun #summer #california #running @ Mount Pinos
",3
"Making new friends at the #MarchForLife. #TheseGuysHateCatholics #LoveYourEnemies @ Chinatown…
",0
"Queen of the ocean!!!! ••••••••#poseidon 's #wifey #splishsplash #makewaves #curves…
",1
"I legit just grabbed a chair and sat in the middle of the street if a mf not tryna caress…
",1
"...about last night @ Brighton Music Hall
",0
"Quick run and push exercises this morning. Happy Independence Day .....#quickworkout…
",7
"Out here getting some recognition! #GoingPlaces #AOBFaderP…
",12
"He wanted to wear his sunglasses for our walk. Of course. What not?! Then he threw on his hat…
",1
"Happy Birthday cutie pie!! Uncle J &amp; Lala love you (Hopefully your…
",6
"#ImAtTheReal #therealdaytime @ Warner Brothers Studios
",13
"Gorgeous 5 mile walk at Forest Park #forestpark #stl @ Forest Park
",5
"wishin i was a mermaid @ Maud S Canyon Vista
",4
"@user i havent even been on sc bitchh
",13
"No one to play connect 4 with me.. @user #girlslikeyou #cover #miguel #coversong #rnb #part1 …
",3
"Making the cold look hot @ Kissing Bridge Ski Resort
",10
"Christmas is coming... @ Fellowship Bible Church
",8
"Wedding #family #myheart #sahaitothebrideandgroom #tinasanchoo #successcoach @ New York, New…
",0
"Cooking a big breakfast for 60 of my favorite employees (@ Mobile Meals Inc in Akron, OH)
",6
"extremely enthused for where this semester will take me here's to…
",4
"Lunchtime + FaceTime #presleysplace #babyduppy #uncleandrew katherine_ruggieri @ Big D Cafe
",6
"Love it when Dr Campbell = Colonel &amp; sticks it to the man “I’m not in violation of any code shut ur mouth that’s an order” @user ️
",0
"Got to see some good ole friends @ Legacy Stadium - Mike Johnston Field - Katy, Texas
",12
"Blowing up! #radioshow #radiopersonality #radio #radiostation #radiostar #global…
",3
"We thought this might help.... @ Every-day Edibles LLC
",6
"'Old at heart but I'm only 28....' - Estranged (GnR) | Many thanks to my families and friends…
",13
"Anybody want coffee? @ Grand Canyon Railway &amp; Hotel
",6
"Good to know I'm still pretty @ Washington, District of Columbia
",1
"This is my longest-standing group of friends who I’m proud to call my best — and for good…
",8
"Who needs a flatter stomach or less cellulite now??!! Schedule now Body Contouring!!! Non…
",6
"*Look Closer*through the soliders right foot. Statue of Liberty The monument is a stunning symbol of American patr…
",7
"There them turner girls again taking over Minnesota they know…
",13
"Scenes from the trail |||| : @user |||| #hikeaustin #do512 #austintx #wildbasinpreserve @ Wild…
",2
"Thank you Easther &amp; Dresslink clothing for sending me these beautiful dresses. ️ #Pr #sponsored…
",0
"Things that happen when clients think they can touch up their barber last cut.. …
",1
"I was praying for a big dick #tbt @ Myrtle Beach, South Carolina
",1
"""MY DECADE IS DOPE"" @ Sivas Tavern
",11
"wishing it was July 4th &amp; not September 4th:/// #labordayy @user
",7
"Work till 10:30 tonight. My check bout to look soo damn good.
",12
"I mean, she looks the part... #LearningTheRules #MiddleSchoolTennis @ Val Halla Golf Course
",10
"FYI, sugar free candy ain't on the Whole 30 program so...eat up! Please note: The…
",1
"We like Jordan &amp; Pippen us two together y’all never had a chance @ Wally World Studios
",3
"If you think it's expensive hiring a good plumber, just try hiring a bad one! @ Las Vegas, Nevada
",12
"Been Friends for 11+Years @ Washington, District of Columbia
",11
"Always good seeing one of my favorite people ......#djs #djsscottsdale #djsbar #oldtown…
",5
"️get your shine on @ Hallandale-Hollywood Beach...
",9
"""Should I splash her,"" says Janna while I'm petting the VR whale. #virtualreality…
",1
"When my cousins run out of beer in the house...and I say I have beer in the car thanks for the…
",10
"Tonight’s view chicagobulls vs. @user I’m on the decks, LETS GO!! #bullsnation…
",12
"she actually thought that I could forget about my flawless and gorgeous friendlove you lots…
",0
"Out in the streets in my ugly sweater! #christmas #uglychristmassweater #me #holidaze #hoodpope…
",8
"Channel img my inner @user but she said that's racist. ""Shrugs"" good afternoon friends.…
",1
"smile, happy looks good on you (: ️•#girl #likeforlike #spamforspam #fall #happy…
",0
"Had fun at a beautiful wedding! Love you @user! @ University of…
",0
"Barrel Aged Pumpkin is .#FossilCove #FuckinAwesome #BeerMeBro @ Fossil Cove Brewing Co.
",3
"""kickin it"" on the beach #actionshot #beach #karatekid @ North…
",1
"Sorry, y’all. I’ve just been waiting for this since 1997. @ PlayStation Theater
",8
"Heeeey @user I just wanted you to know which bus stops at Wrigley Field . Agghh get here…
",10
"Saying a sad farewell to Disney's ""Osborne Dancing Christmas Lights"" ... I'm getting Lots of…
",8
"Christmas tree acquired! #ilovechristmas @ Hamilton Farms
",8
"@user Hair show Thank you Ladies for your ️love &amp; Support and kind words . Live life…
",0
"Came to see my God Parents after I left my church today!! ️ ️ Got…
",0
"Multiverse @ National Gallery of Art
",4
"""For Asgard"" forgot my hammer my fist will do. #thor #asgard #rainbowbridge @ Rainbow Bridge…
",1
"""Gotta stay down and get it... I know everything is gonna be alright"" : @user @ Hollywood
",2
"Good morning, China Flats! #Elevation1500ft #morningride…
",5
"Our bosses checking on us and us checking the SOS - lol #jokes…
",1
"""Let's end the workout with a nice swing ""Had a great upper body workout at the Lab today. The…
",12
"""It's dirty, it's filthy, it's paradise."" #35mm #DogTown : @user Beach, CA June…
",2
"I be Like I Can't Wait...Lemme Help you out Real Quick Bae # @ New York, New York
",13
"Some more @user .....#thesecondafter #northcarolina #poppunkband #tour…
",2
"Ouu shit @ EXXON MOBIL,BATON ROUGE
",1
"Check out the new heat!!! from @user - ""I'm Ridin Round With That 30""New Shit I'm…
",3
"Day 4. When Flight of the Comchords retweets you!!! #100daysofhappiness #fotc…
",0
"Happy birthday Nichole and Floyd!! Two of my besties!! ️ @ Therapy
",0
"Independence for the Win #july #summerfun #dbacks #dbackswin…
",7
"Thanks for my I NY mug little brother! #FolgersInMyCup your_koi_pond @ BridgeView Dental
",0
"Such friends who hadn't seen each other in a while. It was great #Slc #Utah #801 #bar #fun…
",0
"diner girls love car shows @ Fairlane Diner
",0
"""Its hotter than tomcat balls in here"". . Yes it is.
",1
"""I get high for a livin, gotta ride for a livin"" Good Times(I Get High) - Styles P : #Samsung…
",2
"Merry Christmas This little tripod crashed in her cousin's bed after hours of playing and…
",8
"Seeing my girl Sara at her dance concert @ Cactus High School
",6
"WELCOME @user TO THE @user ROOM …
",3
"Just been ask fo id to buy this @ Madison Square Garden
",1
"The happiest place on earth #EDC2017 Live Life my cholo stance lol @ Electric Daisy Carnival…
",1
"Date night , with a great sight @ Redondo Beach, California
",4
"Jovanie! Let’s go! @ Old Town
",1
"partrick, the only road i wanna take. #prayfornapa ️
",0
"#Repost @user single going up!!! Ain’t nobody in the game making this type of…
",3
"Merry Christmas from #Vegas! Hope you are all having a wonderful holiday @ ARIA Resort &amp; Casino
",8
"I've had the most amazing weekend with my fiancee! Friday we were out and about, getting…
",3
"Prince Charming wants to pour you a Dirty Ghoul #copperking #freakersball #halloween2017…
",13
"#Flashe N #Ery #Ariana #rocking out to #JustinBieber @ Beverly Hills, California
",2
"Our work here is done! #internship #scholastics #museum…
",12
"My luv @ The Observatory Orange County
",0
"Grandma's #legacy #inheritance #firstborn #grandson #love @ Saltgrass Steak House Willowbrook
",0
"Words. ••••#amwriting #writersofinstagram #writersoninstagram #writer #poet #poetry…
",3
"Road trips with bae (don't mind the selfie stick) @ Mackinaw City,…
",0
"So Cute #Jordan Commercial w/ @user &amp; @user #Playground #AarinC @ Los…
",4
"They hate U.S. 'cause they ain't U.S. @ City of Covington Tennessee
",7
"When it doubt, just throttle it the fuck out @ Morning View, Kentucky
",1
"When your showroom is fire and you stay booked! #ISlay #HappySaturday #DesignerLife…
",3
"Liam Payne loves the twinkle toes What a legend @ Madison Square Garden
",1
"Nothing but a good time dontitova it popping @ Don Tito
",3
"Last one ....#makeup #makeupartist #mua #motd #fotd #tuesday #happytuesday #morphe…
",2
"I am so glad you are here and I you @user @ The BrewZaa
",0
"@user Wow that’s a long lasting deal!
",10
"missing these carefree days with my bff ️ @ Merritt Clubs White Marsh
",0
"Gotta love the work perks @ Hyatt Regency Buffalo
",6
"fmhairdesigns rocking her new Chain Sunglasses Get yours today at First Kiss Boutique.…
",5
"BANK ACCOUNTxVEX BE SURE TO CHECK IT OUT BEFORE THE NEW DROP TODAY @ Orange County, Florida
",3
"#some where @ Mission Viejo, California
",13
"We are ready to begin our week at NLCSO. @ Helen, Georgia
",4
"High heels are evil, but you're pretty great @ LJVM Coliseum
",0
"There is nothing like a Christmas wedding! Especially at the @user daniellecover…
",2
"#throwbackthursday with the boys david_bliek13 @user @ Chattanooga, Tennessee
",11
"My second home. ️ (@ Los Angeles International Airport - @user in Los Angeles, CA)
",0
"Finally 17 @ Washington, District of Columbia
",5
"Another day another road trip #vegasbound #usa @ Tehachapi Mountains
",7
"When you get back from being gone all weekend and you have notes all over your place
",1
"more blue ridge r_deneff #rva #blueridgeparkway #rvaphotographer @ Blue Ridge, Virginia
",2
"A weekend with my ladies. @ Elizabethtown, Kentucky
",6
"I just think freckles stars are beautiful Wearing @user face gems and glitters…
",4
"Lovely #newyorker #lenox #hoboken #hudsonriver #festival @ Hoboken Riverside Park
",6
"""Zoltar""Shot some more interesting stuff today with @user : @user #redmango…
",2
"This girl. #bsdetroit @user @ The Palace of Auburn Hills
",0
"3am is that time to post selfies Walking out on heavens gate @ Museum of the City of New York
",3
"The lady behind us is really happy about our picture! @ Globe Life Park in Arlington
",2
"Planning out future babe stuff with tangerineyum has me feeling a certain way. : tangerineyum…
",2
"DRAKE GOT LUCKY ON THIS MILLION DOLLAR SHOT!!! @ Toronto Raptors @ ACC
",1
"It's better than the treadmill @ North YMCA
",12
"In honour and remembrance of 9-11-01 My first time seeing the #worldtradecenter #twintowers…
",7
"@user bringing that @user @user @ Christ Fellowship Royal Palm
",3
"Check my new song out #linkinbio #BreakTheScale @ St. Casimir Catholic Church
",3
"Godzilla. Ninja. Crazy rolls. @ Sushimono
",3
"#tbt with these foolz #notevenathrowback @ Coconuts Onthe Beach
",5
"Last night was @ Baby's All Right
",3
"Max sang to old people today with our uncle and it was really great #proudsistermoment @user
",0
"Meet my roommates,Lacy and Avvy @ Ashland University
",5
"Loving these prints luliewallace @ Charleston Historic District
",4
"Tonight @user @user bigmike_deezy fathiaentertainments @ Lekki Lounge
",3
"Sky full of stars @ Rogers Centre
",4
"Ready to celebrate America with @user Happy #independenceday @ Columbia Cafe
",7
"Parading Pals @ West University Place, Texas
",7
"Too Turnt @ Cloud 9 hookah lounge and bar
",11
"Spending time in the happiest place on earth @ Disney's Magic Kingdom
",6
"Preshow shenanigans Yes, that's me driving the Washington Island Ferry! Mwahaha thanks for…
",1
"Cleanliness is the key to optimum health. Just a little post- #OBS passion yoga cleaning, with my…
",4
"Tis the Season Love celebrating this time with this Man!!! #houseofromans…
",8
"#regram @user snapped this #streetstyle pic of me leaving #artbaselmiami #kyme #maje…
",2
"My other Halloween ear #girlswithpiercings #Halloween @ Jenkins Love Shack
",1
"Good Morning, how are you doing . Pretty good weather for now #citycenter #mpls #mn #Work…
",1
"Love being an RA when I get to have these guys as my residents…
",0
"Last week moms was so mad at me and for the life of me I couldn't figure it out. I walked on eggshells around her the whole time
",1
